Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
YKL139W,26,0.04914933837429111,1587,0.9044192954543706,0.09558070454562936,nonsignificant,36,26,529,gene
YKL138C-A,1,0.014285714285714285,210,0.7517869210100797,0.24821307898992026,nonsignificant,3,1,70,gene
YKL138C,11,0.08333333333333333,396,-0.4950149249061543,0.5049850750938457,nonsignificant,9,11,132,gene
YKL137W,6,0.05357142857142857,336,0.0,1.0,nonsignificant,6,6,112,gene
YKL136W,10,0.07518796992481203,399,0.5946194435410576,0.40538055645894244,nonsignificant,13,10,133,gene
YKL135C,58,0.07977991746905089,2181,-0.1053741904532719,0.8946258095467281,nonsignificant,57,58,727,gene
YKL134C,49,0.06338939197930142,2319,0.5815077665531805,0.4184922334468195,nonsignificant,55,49,773,gene
YKL133C,23,0.04956896551724138,1392,0.7347946074084957,0.2652053925915044,nonsignificant,29,23,464,gene
YKL132C,33,0.0765661252900232,1293,0.3829249225480261,0.6170750774519739,nonsignificant,36,33,431,gene
YKL131W,24,0.13793103448275862,522,-0.9924736848335421,0.007526315166457882,nonsignificant,14,24,174,gene
YKL130C,20,0.08097165991902834,741,-0.36264811176606293,0.6373518882339371,nonsignificant,18,20,247,gene
YKL129C,83,0.06520031421838178,3819,0.9796681860013794,0.020331813998620645,nonsignificant,107,83,1273,gene
YKL128C,20,0.06756756756756757,888,0.17274065343728873,0.8272593465627113,nonsignificant,21,20,296,gene
YKL127W,55,0.09632224168126094,1713,-0.8154839091965936,0.18451609080340636,nonsignificant,46,55,571,gene
YKL126W,49,0.07195301027900147,2043,0.32260839807372255,0.6773916019262775,nonsignificant,52,49,681,gene
YKL125W,51,0.08121019108280254,1884,-0.539005213574422,0.460994786425578,nonsignificant,46,51,628,gene
YKL124W,36,0.06206896551724138,1740,0.7722000060117744,0.22779999398822554,nonsignificant,44,36,580,gene
YKL123W,9,0.07086614173228346,381,0.45350640459341784,0.5464935954065822,nonsignificant,11,9,127,gene
YKL122C,13,0.07738095238095238,504,0.21073197386571874,0.7892680261342813,nonsignificant,14,13,168,gene
YKL121W,60,0.07033997655334115,2559,0.6075518757524239,0.39244812424757614,nonsignificant,67,60,853,gene
YKL120W,30,0.09230769230769231,975,-0.1473163156653574,0.8526836843346426,nonsignificant,29,30,325,gene
YKL119C,14,0.06481481481481481,648,0.0,1.0,nonsignificant,14,14,216,gene
YKL118W,8,0.07692307692307693,312,0.26111731963647267,0.7388826803635273,nonsignificant,9,8,104,gene
YKL117W,8,0.03686635944700461,651,0.834482141302534,0.16551785869746605,nonsignificant,13,8,217,gene
YKL116C,41,0.0789980732177264,1557,0.12262944393585662,0.8773705560641434,nonsignificant,42,41,519,gene
YKL115C,9,0.06870229007633588,393,0.24817036595415076,0.7518296340458492,nonsignificant,10,9,131,gene
YKL114C,18,0.04891304347826087,1104,0.7793286380801567,0.22067136191984324,nonsignificant,24,18,368,gene
YKL113C,24,0.06266318537859007,1149,0.5503082020311092,0.4496917979688908,nonsignificant,28,24,383,gene
YKL112W,59,0.08060109289617487,2196,-0.8468725489803346,0.15312745101966538,nonsignificant,49,59,732,gene
YKL111C,3,0.026785714285714284,336,0.922900128256458,0.07709987174354202,nonsignificant,8,3,112,gene
YKL110C,32,0.10191082802547771,942,-0.7606834587785081,0.23931654122149193,nonsignificant,26,32,314,gene
YKL109W,43,0.07747747747747748,1665,-0.47816060966638485,0.5218393903336151,nonsignificant,39,43,555,gene
YKL108W,33,0.07268722466960352,1362,0.2646833093626595,0.7353166906373405,nonsignificant,35,33,454,gene
YKL107W,28,0.09032258064516129,930,-0.1526103403132857,0.8473896596867143,nonsignificant,27,28,310,gene
YKL106C-A,6,0.15,120,-0.9167354833364496,0.08326451666355042,nonsignificant,3,6,40,gene
YKL106W,26,0.05752212389380531,1356,0.5347911815478583,0.4652088184521417,nonsignificant,30,26,452,gene
YKL105C,75,0.06619593998234775,3399,0.8861537019933423,0.11384629800665763,nonsignificant,90,75,1133,gene
YKL104C,60,0.08356545961002786,2154,-0.2071510173717952,0.7928489826282048,nonsignificant,58,60,718,gene
YKL104W-A,14,0.16470588235294117,255,-0.9661051464753108,0.033894853524689295,nonsignificant,8,14,85,gene
YKL103C,59,0.1145631067961165,1545,-0.9993423456046822,0.0006576543953178447,nonsignificant,38,59,515,gene
YKL102C,7,0.06862745098039216,306,0.0,1.0,nonsignificant,7,7,102,gene
YKL101W,118,0.07768268597761685,4557,0.6672032827485408,0.33279671725145926,nonsignificant,129,118,1519,gene
YKL100C,43,0.07312925170068027,1764,0.23440551600423587,0.7655944839957641,nonsignificant,45,43,588,gene
YKL100W-A,7,0.23333333333333334,90,-0.999593047982555,0.00040695201744495946,enriched,2,7,30,gene
YKL099C,17,0.06772908366533864,753,-0.3944233836646538,0.6055766163353462,nonsignificant,15,17,251,gene
YKL098W,30,0.08379888268156424,1074,0.0,1.0,nonsignificant,30,30,358,gene
YKL097C,14,0.10218978102189781,411,-0.4362971383492269,0.5637028616507731,nonsignificant,12,14,137,gene
YKL096C-B,0,0.0,150,0.9167354833364496,0.08326451666355042,nonsignificant,3,0,50,gene
YKL096W-A,23,0.24731182795698925,279,-0.9985038357102545,0.0014961642897455517,nonsignificant,12,23,93,gene
YKL096W,26,0.10833333333333334,720,-0.31690860169039137,0.6830913983096086,nonsignificant,24,26,240,gene
YKL095W,17,0.06093189964157706,837,0.18633628423320814,0.8136637157667919,nonsignificant,18,17,279,gene
YKL094W,17,0.054140127388535034,942,0.617266911114774,0.38273308888522595,nonsignificant,21,17,314,gene
YKL093W,20,0.058823529411764705,1020,0.869429981884263,0.13057001811573693,nonsignificant,28,20,340,gene
YKL092C,71,0.06425339366515836,3315,0.7334794741949924,0.2665205258050076,nonsignificant,81,71,1105,gene
YKL091C,31,0.09967845659163987,933,-0.9047071619765434,0.0952928380234566,nonsignificant,23,31,311,gene
YKL090W,37,0.08333333333333333,1332,-0.7188019004358239,0.2811980995641761,nonsignificant,31,37,444,gene
YKL089W,27,0.04909090909090909,1650,0.9793624417560278,0.020637558243972173,nonsignificant,42,27,550,gene
YKL088W,30,0.05244755244755245,1716,0.9525746144912589,0.04742538550874104,nonsignificant,43,30,572,gene
YKL087C,21,0.09333333333333334,675,-0.8786647496415179,0.12133525035848208,nonsignificant,15,21,225,gene
YKL086W,25,0.1953125,384,-0.9998251134074579,0.0001748865925420932,enriched,12,25,128,gene
YKL085W,50,0.14925373134328357,1005,-0.9997392703671447,0.0002607296328553165,enriched,30,50,335,gene
YKL084W,11,0.09401709401709402,351,-0.869429981884263,0.13057001811573693,nonsignificant,7,11,117,gene
YKL083W,24,0.11707317073170732,615,-0.9544997361036415,0.04550026389635857,nonsignificant,16,24,205,gene
YKL082C,22,0.05057471264367816,1305,0.6640761868482671,0.3359238131517329,nonsignificant,27,22,435,gene
YKL081W,41,0.09927360774818401,1239,-0.8883882317017084,0.11161176829829161,nonsignificant,32,41,413,gene
YKL080W,35,0.089058524173028,1179,-0.2722764533304498,0.7277235466695502,nonsignificant,33,35,393,gene
YKL079W,41,0.0624048706240487,1971,0.8385705376329208,0.16142946236707922,nonsignificant,51,41,657,gene
YKL078W,60,0.08152173913043478,2208,0.20050463813030817,0.7994953618696918,nonsignificant,62,60,736,gene
YKL077W,33,0.08396946564885496,1179,-0.416117579229635,0.583882420770365,nonsignificant,30,33,393,gene
YKL076C,5,0.0390625,384,0.817577560548268,0.18242243945173198,nonsignificant,9,5,128,gene
YKL075C,27,0.0598669623059867,1353,0.2896534310044333,0.7103465689955667,nonsignificant,29,27,451,gene
YKL074C,31,0.058712121212121215,1584,0.7438550333964767,0.25614496660352326,nonsignificant,38,31,528,gene
YKL073W,63,0.07142857142857142,2646,0.5298992401258713,0.4701007598741287,nonsignificant,69,63,882,gene
YKL072W,46,0.05997392438070404,2301,0.4283923550466686,0.5716076449533314,nonsignificant,50,46,767,gene
YKL071W,25,0.09727626459143969,771,-0.32334267828357577,0.6766573217164242,nonsignificant,23,25,257,gene
YKL070W,11,0.06470588235294118,510,0.22717000731555248,0.7728299926844475,nonsignificant,12,11,170,gene
YKL069W,14,0.07734806629834254,543,-0.2184887050012866,0.7815112949987134,nonsignificant,13,14,181,gene
YKL068W-A,3,0.0379746835443038,237,0.6289066304773024,0.37109336952269756,nonsignificant,5,3,79,gene
YKL068W,75,0.078125,2880,-0.3650082092553457,0.6349917907446543,nonsignificant,71,75,960,gene
YKL067W,8,0.05194805194805195,462,0.6342877037184869,0.36571229628151314,nonsignificant,11,8,154,gene
YKL066W,14,0.0945945945945946,444,-0.4362971383492269,0.5637028616507731,nonsignificant,12,14,148,gene
YKL065W-A,2,0.02702702702702703,222,0.8202875051210041,0.17971249487899593,nonsignificant,5,2,74,gene
YKL065C,16,0.07729468599033816,621,0.0,1.0,nonsignificant,16,16,207,gene
YKL064W,52,0.05360824742268041,2910,0.9982548813004711,0.0017451186995289028,nonsignificant,80,52,970,gene
YKL063C,10,0.05952380952380952,504,0.23697539944700496,0.763024600552995,nonsignificant,11,10,168,gene
YKL062W,47,0.07448494453248812,1893,0.6591967531139181,0.3408032468860819,nonsignificant,54,47,631,gene
YKL061W,4,0.03508771929824561,342,0.5857838217574749,0.4142161782425251,nonsignificant,6,4,114,gene
YKL060C,51,0.14166666666666666,1080,-0.9999861730575935,1.382694240651702e-05,enriched,28,51,360,gene
YKL059C,28,0.06334841628959276,1326,0.7632764293621461,0.23672357063785393,nonsignificant,35,28,442,gene
YKL058W,6,0.04878048780487805,369,0.7940967892679354,0.20590321073206466,nonsignificant,10,6,123,gene
YKL057C,59,0.05684007707129094,3114,0.8114065578182404,0.18859344218175958,nonsignificant,70,59,1038,gene
YKL056C,20,0.11904761904761904,504,-0.9790786646622059,0.020921335337794035,nonsignificant,12,20,168,gene
YKL055C,27,0.0967741935483871,837,-0.31084348322064836,0.6891565167793516,nonsignificant,25,27,279,gene
YKL054C,23,0.03112313937753721,2217,0.9996919552943723,0.00030804470562774666,depleted,48,23,739,gene
YKL053C-A,3,0.034482758620689655,261,0.6289066304773024,0.37109336952269756,nonsignificant,5,3,87,gene
YKL053W,19,0.152,375,-0.984138667260227,0.015861332739773026,nonsignificant,11,19,125,gene
YKL052C,18,0.06143344709897611,879,0.7028534696515326,0.2971465303484674,nonsignificant,23,18,293,gene
YKL051W,40,0.11299435028248588,1062,-0.9589127754721786,0.04108722452782139,nonsignificant,29,40,354,gene
YKL050C,62,0.06717226435536294,2769,0.714526169301417,0.285473830698583,nonsignificant,71,62,923,gene
YKL049C,12,0.05217391304347826,690,0.842700792949719,0.15729920705028105,nonsignificant,18,12,230,gene
YKL048C,44,0.0686427457098284,1923,0.8264318334440823,0.1735681665559176,nonsignificant,54,44,641,gene
YKL047W,33,0.06382978723404255,1551,0.7316183727072424,0.2683816272927576,nonsignificant,40,33,517,gene
YKL046C,43,0.09555555555555556,1350,-0.8772874052718304,0.12271259472816963,nonsignificant,34,43,450,gene
YKL045W,32,0.06049149338374291,1587,0.13819556695098922,0.8618044330490108,nonsignificant,33,32,529,gene
YKL044W,10,0.09345794392523364,321,-0.26111731963647267,0.7388826803635273,nonsignificant,9,10,107,gene
YKL043W,40,0.10899182561307902,1101,-0.4950149249061543,0.5049850750938457,nonsignificant,36,40,367,gene
YKL042W,32,0.08791208791208792,1092,-0.8384866815324619,0.16151331846753808,nonsignificant,25,32,364,gene
YKL041W,14,0.06222222222222222,675,0.3829249225480261,0.6170750774519739,nonsignificant,16,14,225,gene
YKL040C,19,0.07392996108949416,771,-0.18633628423320814,0.8136637157667919,nonsignificant,18,19,257,gene
YKL039W,42,0.08015267175572519,1572,-0.1241039420770591,0.8758960579229409,nonsignificant,41,42,524,gene
YKL038W,98,0.08368915456874466,3513,0.08005561918299264,0.9199443808170074,nonsignificant,99,98,1171,gene
YKL037W,16,0.13445378151260504,357,-0.8683319839771855,0.13166801602281455,nonsignificant,11,16,119,gene
YKL036C,4,0.030534351145038167,393,0.842700792949719,0.15729920705028105,nonsignificant,8,4,131,gene
YKL035W,65,0.13,1500,-0.9999227732044945,7.722679550543405e-05,enriched,40,65,500,gene
YKL034W,63,0.08300395256916997,2277,-0.397462993894686,0.602537006105314,nonsignificant,59,63,759,gene
YKL033W-A,13,0.05485232067510549,711,0.5467452952462637,0.4532547047537363,nonsignificant,16,13,237,gene
YKL033W,67,0.06448508180943215,3117,0.9023739095064632,0.09762609049353672,nonsignificant,82,67,1039,gene
YKL032C,53,0.08862876254180602,1794,-0.9601673807552584,0.039832619244741525,nonsignificant,40,53,598,gene
YKL031W,17,0.12318840579710146,414,-0.9731433044924755,0.02685669550752441,nonsignificant,10,17,138,gene
YKL030W,19,0.09405940594059406,606,-0.18633628423320814,0.8136637157667919,nonsignificant,18,19,202,gene
YKL029C,91,0.13582089552238805,2010,-0.9999690070655896,3.099293441045215e-05,enriched,59,91,670,gene
YKL028W,26,0.053830227743271224,1449,0.8718098256548931,0.12819017434510696,nonsignificant,35,26,483,gene
YKL027W,41,0.09151785714285714,1344,-0.4892022018261035,0.5107977981738965,nonsignificant,37,41,448,gene
YKL026C,11,0.06547619047619048,504,-0.24817036595415076,0.7518296340458492,nonsignificant,10,11,168,gene
YKL025C,61,0.08970588235294118,2040,-0.3063593782162415,0.6936406217837585,nonsignificant,58,61,680,gene
YKL024C,30,0.14634146341463414,615,-0.9995347418419289,0.0004652581580710503,nonsignificant,16,30,205,gene
YKL023C-A,3,0.039473684210526314,228,0.7793286380801567,0.22067136191984324,nonsignificant,6,3,76,gene
YKL023W,15,0.0539568345323741,834,0.1974126513658474,0.8025873486341526,nonsignificant,16,15,278,gene
YKL022C,47,0.0558858501783591,2523,0.9269497025136367,0.07305029748636326,nonsignificant,61,47,841,gene
YKL021C,29,0.06183368869936034,1407,0.6088274771898605,0.3911725228101395,nonsignificant,34,29,469,gene
YKL020C,98,0.0904893813481071,3249,-0.9227557628514219,0.07724423714857807,nonsignificant,82,98,1083,gene
YKL019W,37,0.1167192429022082,951,-0.9986162087598353,0.0013837912401647972,nonsignificant,22,37,317,gene
YKL018C-A,3,0.03,300,0.7793286380801567,0.22067136191984324,nonsignificant,6,3,100,gene
YKL018W,30,0.09090909090909091,990,-0.7793286380801567,0.22067136191984324,nonsignificant,24,30,330,gene
YKL017C,63,0.09210526315789473,2052,-0.7192873347315072,0.2807126652684928,nonsignificant,55,63,684,gene
YKL016C,19,0.10857142857142857,525,-0.8185507922785835,0.18144920772141646,nonsignificant,14,19,175,gene
YKL015W,56,0.05714285714285714,2940,0.9057356931587894,0.09426430684121058,nonsignificant,70,56,980,gene
YKL014C,120,0.0679886685552408,5295,0.8929420540340802,0.1070579459659198,nonsignificant,139,120,1765,gene
YKL013C,7,0.040697674418604654,516,0.9386311708605977,0.0613688291394023,nonsignificant,14,7,172,gene
YKL012W,49,0.0839041095890411,1752,-0.7199127891885057,0.28008721081149435,nonsignificant,42,49,584,gene
YKL011C,14,0.03954802259887006,1062,0.9721931049730027,0.027806895026997264,nonsignificant,25,14,354,gene
YKL010C,84,0.05660377358490566,4452,0.9950421149187293,0.004957885081270758,nonsignificant,114,84,1484,gene
YKL009W,19,0.08016877637130802,711,0.0,1.0,nonsignificant,19,19,237,gene
YKL008C,34,0.081145584725537,1257,0.13422762500737861,0.8657723749926214,nonsignificant,35,34,419,gene
YKL007W,25,0.09293680297397769,807,-0.617266911114774,0.38273308888522595,nonsignificant,21,25,269,gene
YKL006C-A,11,0.11224489795918367,294,-0.869429981884263,0.13057001811573693,nonsignificant,7,11,98,gene
YKL006W,16,0.11510791366906475,417,-0.4070199019825733,0.5929800980174267,nonsignificant,14,16,139,gene
YKL005C,40,0.06722689075630252,1785,0.2423792763166034,0.7576207236833966,nonsignificant,42,40,595,gene
YKL004W,37,0.09203980099502487,1206,-0.3930945727820492,0.6069054272179508,nonsignificant,34,37,402,gene
YKL003C,14,0.10606060606060606,396,-0.6342877037184869,0.36571229628151314,nonsignificant,11,14,132,gene
YKL002W,10,0.04291845493562232,699,0.8663855974622842,0.13361440253771584,nonsignificant,16,10,233,gene
YKL001C,14,0.06896551724137931,609,0.5331457291772748,0.46685427082272524,nonsignificant,17,14,203,gene
YKR001C,61,0.08652482269503546,2115,-0.2054276513767208,0.7945723486232792,nonsignificant,59,61,705,gene
YKR002W,43,0.07557117750439367,1707,0.34174658568871674,0.6582534143112833,nonsignificant,46,43,569,gene
YKR003W,30,0.066815144766147,1347,0.3984918655594101,0.6015081344405899,nonsignificant,33,30,449,gene
YKR004C,17,0.04497354497354497,1134,0.9224438332563346,0.07755616674366539,nonsignificant,26,17,378,gene
YKR005C,34,0.06463878326996197,1578,0.8300881582685118,0.16991184173148816,nonsignificant,43,34,526,gene
YKR006C,18,0.06792452830188679,795,0.1814541916179565,0.8185458083820435,nonsignificant,19,18,265,gene
YKR007W,10,0.05405405405405406,555,0.5946194435410576,0.40538055645894244,nonsignificant,13,10,185,gene
YKR008W,38,0.06070287539936102,1878,0.24817036595415076,0.7518296340458492,nonsignificant,40,38,626,gene
YKR009C,75,0.08324084350721421,2703,0.18029246217021178,0.8197075378297882,nonsignificant,77,75,901,gene
YKR010C,49,0.06347150259067358,2316,0.901261762225375,0.09873823777462498,nonsignificant,62,49,772,gene
YKR011C,26,0.07344632768361582,1062,-0.31690860169039137,0.6830913983096086,nonsignificant,24,26,354,gene
YKR012C,15,0.11904761904761904,378,-0.4209002580460812,0.5790997419539188,nonsignificant,13,15,126,gene
YKR013W,47,0.14242424242424243,990,-0.7998151958224244,0.2001848041775755,nonsignificant,39,47,330,gene
YKR014C,8,0.03404255319148936,705,0.9709509778380594,0.029049022161940597,nonsignificant,17,8,235,gene
YKR015C,33,0.05799648506151142,1707,0.7316183727072424,0.2683816272927576,nonsignificant,40,33,569,gene
YKR016W,52,0.09611829944547134,1623,-0.9863362871318188,0.013663712868181228,nonsignificant,37,52,541,gene
YKR017C,39,0.07065217391304347,1656,-0.3829249225480261,0.6170750774519739,nonsignificant,36,39,552,gene
YKR018C,45,0.06198347107438017,2178,0.7281815567445081,0.27181844325549187,nonsignificant,53,45,726,gene
YKR019C,49,0.07954545454545454,1848,0.32260839807372255,0.6773916019262775,nonsignificant,52,49,616,gene
YKR020W,11,0.06666666666666667,495,-0.24817036595415076,0.7518296340458492,nonsignificant,10,11,165,gene
YKR021W,72,0.07860262008733625,2748,0.35364480446050983,0.6463551955394902,nonsignificant,76,72,916,gene
YKR022C,18,0.05572755417956656,969,0.7028534696515326,0.2971465303484674,nonsignificant,23,18,323,gene
YKR023W,25,0.047080979284369114,1593,0.9090310520246423,0.09096894797535765,nonsignificant,35,25,531,gene
YKR024C,48,0.06460296096904442,2229,0.8108387274047959,0.18916127259520416,nonsignificant,58,48,743,gene
YKR025W,21,0.07420494699646643,849,0.0,1.0,nonsignificant,21,21,283,gene
YKR026C,23,0.07516339869281045,918,0.6552957779930423,0.3447042220069577,nonsignificant,28,23,306,gene
YKR027W,58,0.07571801566579635,2298,0.0,1.0,nonsignificant,58,58,766,gene
YKR028W,53,0.05125725338491296,3102,0.9673374536136949,0.032662546386305044,nonsignificant,71,53,1034,gene
YKR029C,37,0.04920212765957447,2256,0.9970150855723845,0.0029849144276154972,nonsignificant,60,37,752,gene
YKR030W,17,0.06204379562043796,822,0.35364480446050983,0.6463551955394902,nonsignificant,19,17,274,gene
YKR031C,93,0.05522565320665083,5052,0.9786330317391317,0.02136696826086827,nonsignificant,118,93,1684,gene
YKR032W,7,0.06666666666666667,315,0.0,1.0,nonsignificant,7,7,105,gene
YKR033C,9,0.06338028169014084,426,0.45350640459341784,0.5464935954065822,nonsignificant,11,9,142,gene
YKR034W,19,0.07037037037037037,810,0.0,1.0,nonsignificant,19,19,270,gene
YKR035C,33,0.1542056074766355,642,-0.9963495655955581,0.0036504344044418794,nonsignificant,20,33,214,gene
YKR035W-A,10,0.04878048780487805,615,0.7149505925973904,0.28504940740260964,nonsignificant,14,10,205,gene
YKR036C,48,0.07453416149068323,1932,0.1135969936329364,0.8864030063670636,nonsignificant,49,48,644,gene
YKR037C,27,0.09121621621621621,888,-0.7135779772221442,0.2864220227778557,nonsignificant,22,27,296,gene
YKR038C,39,0.10077519379844961,1161,-0.8492372249733589,0.1507627750266412,nonsignificant,31,39,387,gene
YKR039W,76,0.12603648424543948,1809,-0.9953689960873378,0.004631003912662301,nonsignificant,55,76,603,gene
YKR040C,19,0.1130952380952381,504,-0.8185507922785835,0.18144920772141646,nonsignificant,14,19,168,gene
YKR041W,27,0.10756972111553785,753,-0.8824751319033605,0.11752486809663953,nonsignificant,20,27,251,gene
YKR042W,81,0.22131147540983606,1098,-0.9999999999999362,6.381783345821795e-14,enriched,36,81,366,gene
YKR043C,29,0.10661764705882353,816,-0.9558286550915573,0.04417134490844271,nonsignificant,20,29,272,gene
YKR044W,36,0.08108108108108109,1332,-0.3984918655594101,0.6015081344405899,nonsignificant,33,36,444,gene
YKR045C,19,0.10326086956521739,552,0.0,1.0,nonsignificant,19,19,184,gene
YKR046C,41,0.1443661971830986,852,-0.9986257241241683,0.0013742758758316976,nonsignificant,25,41,284,gene
YKR047W,8,0.0784313725490196,306,0.26111731963647267,0.7388826803635273,nonsignificant,9,8,102,gene
YKR048C,53,0.12679425837320574,1254,-0.999999881071905,1.1892809500876801e-07,enriched,26,53,418,gene
YKR049C,17,0.12686567164179105,402,-0.9923392388648206,0.007660761135179461,nonsignificant,9,17,134,gene
YKR050W,97,0.10898876404494381,2670,-0.9924979507803404,0.007502049219659612,nonsignificant,74,97,890,gene
YKR051W,24,0.057279236276849645,1257,0.8828149128018619,0.11718508719813815,nonsignificant,33,24,419,gene
YKR052C,26,0.08524590163934426,915,0.2945430138887266,0.7054569861112734,nonsignificant,28,26,305,gene
YKR053C,30,0.07407407407407407,1215,0.2763263901682371,0.7236736098317629,nonsignificant,32,30,405,gene
YKR054C,257,0.0627901294893721,12279,0.9978017993609904,0.0021982006390095453,nonsignificant,311,257,4093,gene
YKR055W,26,0.08904109589041095,876,-0.15851941887820598,0.841480581121794,nonsignificant,25,26,292,gene
YKR056W,62,0.096875,1920,-0.9103139782296357,0.08968602177036435,nonsignificant,50,62,640,gene
YKR057W,11,0.125,264,-0.869429981884263,0.13057001811573693,nonsignificant,7,11,88,gene
YKR058W,37,0.059967585089141004,1851,0.8154839091965936,0.18451609080340636,nonsignificant,46,37,617,gene
YKR059W,57,0.14393939393939395,1188,-0.9999200224871938,7.997751280618724e-05,enriched,34,57,396,gene
YKR060W,24,0.08727272727272728,825,-0.4873092397380765,0.5126907602619235,nonsignificant,21,24,275,gene
YKR061W,23,0.0539906103286385,1278,0.4437015387252652,0.5562984612747348,nonsignificant,26,23,426,gene
YKR062W,21,0.06382978723404255,987,0.5762892028332064,0.4237107971667936,nonsignificant,25,21,329,gene
YKR063C,27,0.0536779324055666,1509,0.7037301285157166,0.2962698714842834,nonsignificant,33,27,503,gene
YKR064W,57,0.06597222222222222,2592,0.391452230892227,0.608547769107773,nonsignificant,61,57,864,gene
YKR065C,21,0.10606060606060606,594,-0.7887004526662931,0.21129954733370696,nonsignificant,16,21,198,gene
YKR066C,32,0.08839779005524862,1086,-0.8384866815324619,0.16151331846753808,nonsignificant,25,32,362,gene
YKR067W,76,0.10215053763440861,2232,-0.7284608641234328,0.2715391358765672,nonsignificant,67,76,744,gene
YKR068C,13,0.06701030927835051,582,0.21073197386571874,0.7892680261342813,nonsignificant,14,13,194,gene
YKR069W,44,0.07407407407407407,1782,0.5249494759460471,0.47505052405395287,nonsignificant,49,44,594,gene
YKR070W,26,0.07365439093484419,1059,0.2945430138887266,0.7054569861112734,nonsignificant,28,26,353,gene
YKR071C,26,0.07449856733524356,1047,0.0,1.0,nonsignificant,26,26,349,gene
YKR072C,54,0.09591474245115453,1689,-0.6927715902693062,0.30722840973069376,nonsignificant,47,54,563,gene
YKR073C,13,0.12149532710280374,321,-0.817577560548268,0.18242243945173198,nonsignificant,9,13,107,gene
YKR074W,10,0.0641025641025641,468,0.0,1.0,nonsignificant,10,10,156,gene
YKR075C,26,0.08441558441558442,924,-0.6062313653570074,0.3937686346429926,nonsignificant,22,26,308,gene
YKR075W-A,10,0.1111111111111111,270,-0.7431607420421467,0.2568392579578533,nonsignificant,7,10,90,gene
YKR076W,35,0.09433962264150944,1113,-0.8141232676341279,0.1858767323658721,nonsignificant,28,35,371,gene
YKR077W,34,0.09340659340659341,1092,0.0,1.0,nonsignificant,34,34,364,gene
YKR078W,36,0.06143344709897611,1758,0.7142493696269789,0.2857506303730211,nonsignificant,43,36,586,gene
YKR079C,55,0.06555423122765197,2517,0.4813949835712745,0.5186050164287255,nonsignificant,60,55,839,gene
YKR080W,27,0.08411214953271028,963,-0.5957515052605288,0.4042484947394712,nonsignificant,23,27,321,gene
YKR081C,19,0.05507246376811594,1035,0.4775687150384357,0.5224312849615643,nonsignificant,22,19,345,gene
YKR082W,81,0.06994818652849741,3474,0.17376163408127188,0.8262383659187281,nonsignificant,83,81,1158,gene
YKR083C,6,0.04477611940298507,402,0.5204998778130466,0.47950012218695337,nonsignificant,8,6,134,gene
YKR084C,31,0.05065359477124183,1836,0.980395891429634,0.019604108570366,nonsignificant,47,31,612,gene
YKR085C,15,0.07653061224489796,588,0.1974126513658474,0.8025873486341526,nonsignificant,16,15,196,gene
YKR086W,73,0.06809701492537314,3216,0.8390328030288525,0.16096719697114753,nonsignificant,86,73,1072,gene
YKR087C,22,0.06358381502890173,1038,0.6640761868482671,0.3359238131517329,nonsignificant,27,22,346,gene
YKR088C,30,0.08875739644970414,1014,-0.4362971383492269,0.5637028616507731,nonsignificant,27,30,338,gene
YKR089C,70,0.07683863885839737,2733,0.2745042576588457,0.7254957423411543,nonsignificant,73,70,911,gene
YKR090W,43,0.06082036775106082,2121,0.8655834258296405,0.13441657417035946,nonsignificant,54,43,707,gene
YKR091W,24,0.09716599190283401,741,-0.16517267081476084,0.8348273291852392,nonsignificant,23,24,247,gene
YKR092C,43,0.10565110565110565,1221,-0.24522357341289547,0.7547764265871045,nonsignificant,41,43,407,gene
YKR093W,72,0.11960132890365449,1806,-0.9967241025170914,0.003275897482908595,nonsignificant,51,72,602,gene
YKR094C,18,0.13953488372093023,387,-0.9973002039367398,0.0026997960632601883,nonsignificant,9,18,129,gene
YKR095W,108,0.057569296375266525,5628,0.5946194435410576,0.40538055645894244,nonsignificant,117,108,1876,gene
YKR095W-A,12,0.1348314606741573,267,-0.842700792949719,0.15729920705028105,nonsignificant,8,12,89,gene
YKR096W,86,0.07190635451505016,3588,0.3998205128594463,0.6001794871405537,nonsignificant,91,86,1196,gene
YKR097W,62,0.11272727272727273,1650,-0.9566918571892079,0.04330814281079206,nonsignificant,48,62,550,gene
YKR098C,44,0.06128133704735376,2154,0.7836325197424056,0.21636748025759447,nonsignificant,53,44,718,gene
YKR099W,38,0.046798029556650245,2436,0.9991887800483032,0.0008112199516967854,nonsignificant,65,38,812,gene
YKR100C,26,0.07303370786516854,1068,0.2945430138887266,0.7054569861112734,nonsignificant,28,26,356,gene
YKR101W,38,0.05801526717557252,1965,0.8107445683079862,0.18925543169201373,nonsignificant,47,38,655,gene
YKR102W,171,0.14615384615384616,3510,-0.9933564874015115,0.006643512598488481,nonsignificant,139,171,1170,gene
YKR103W,84,0.06890894175553733,3657,0.938810774892452,0.061189225107547936,nonsignificant,103,84,1219,gene
YKR104W,17,0.05537459283387622,921,0.9224438332563346,0.07755616674366539,nonsignificant,26,17,307,gene
YKR105C,49,0.08404802744425385,1749,0.11246291601828495,0.887537083981715,nonsignificant,50,49,583,gene
