Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
CCDS48037.1,22,0.07560137457044673,873,0.8940024515750548,0.10599754842494528,nonsignificant,31,22,291,gene
CCDS48038.1,77,0.2064343163538874,1119,-0.9998656672600594,0.0001343327399405244,enriched,50,77,373,gene
CCDS48039.1,48,0.24489795918367346,588,-0.998984999052887,0.0010150009471130682,enriched,30,48,196,gene
CCDS48040.1,78,0.1262135922330097,1854,-0.2709655104611961,0.7290344895388039,nonsignificant,75,78,618,gene
CCDS48041.1,91,0.15141430948419302,1803,-0.16789263489304507,0.8321073651069549,nonsignificant,89,91,601,gene
CCDS48042.1,85,0.1486013986013986,1716,-0.08688391992762567,0.9131160800723743,nonsignificant,84,85,572,gene
CCDS48044.1,354,0.15874439461883408,6690,-0.976012574830115,0.02398742516988498,nonsignificant,314,354,2230,gene
CCDS48045.1,121,0.1986863711001642,1827,-0.9983383055420165,0.0016616944579835092,enriched,91,121,609,gene
CCDS48046.1,24,0.1188118811881188,606,0.4362971383492269,0.5637028616507731,nonsignificant,27,24,202,gene
CCDS48047.1,177,0.16419294990723562,3234,-0.8693538706882782,0.13064612931172176,nonsignificant,158,177,1078,gene
CCDS48048.1,179,0.1633211678832117,3288,-0.8872840924265913,0.11271590757340864,nonsignificant,159,179,1096,gene
CCDS48049.1,60,0.21052631578947367,855,-0.9996414774712468,0.00035852252875322714,enriched,38,60,285,gene
CCDS48050.1,109,0.20683111954459202,1581,-0.9999527172062881,4.728279371185723e-05,enriched,74,109,527,gene
CCDS48051.1,30,0.22900763358778625,393,-0.8556002077869328,0.1443997922130672,nonsignificant,23,30,131,gene
CCDS48052.1,122,0.273542600896861,1338,-0.9999993707572914,6.292427086373585e-07,enriched,78,122,446,gene
CCDS48053.1,152,0.17292377701934017,2637,-0.9999378624789536,6.21375210464258e-05,enriched,110,152,879,gene
CCDS48054.1,60,0.15463917525773196,1164,0.10188021274625902,0.898119787253741,nonsignificant,61,60,388,gene
CCDS48055.1,138,0.20414201183431951,2028,-0.9999685795529581,3.1420447041860724e-05,enriched,97,138,676,gene
CCDS48056.1,38,0.2275449101796407,501,-0.9957332751778238,0.004266724822176128,nonsignificant,24,38,167,gene
CCDS48057.1,96,0.1947261663286004,1479,-0.9999842553649019,1.5744635098162822e-05,enriched,62,96,493,gene
CCDS48058.1,131,0.17945205479452056,2190,-0.9796681860013794,0.020331813998620645,nonsignificant,107,131,730,gene
CCDS48059.1,289,0.29580348004094165,2931,-1.0,4.614028935555934e-19,enriched,172,289,977,gene
CCDS48060.1,24,0.192,375,-0.9104449255863575,0.08955507441364248,nonsignificant,17,24,125,gene
CCDS48061.1,132,0.21746293245469522,1821,-0.9999474781035567,5.252189644329426e-05,enriched,93,132,607,gene
CCDS48062.1,128,0.21658206429780033,1773,-0.9999381271022414,6.187289775861156e-05,enriched,90,128,591,gene
CCDS48063.1,111,0.21264367816091953,1566,-0.999682126880626,0.0003178731193739975,enriched,79,111,522,gene
CCDS48065.1,69,0.22330097087378642,927,-0.9986681631846785,0.0013318368153214166,enriched,47,69,309,gene
CCDS48066.1,165,0.18814139110604333,2631,-0.9925935039064215,0.007406496093578478,nonsignificant,134,165,877,gene
CCDS48067.1,110,0.21739130434782608,1518,-0.9999851244019178,1.4875598082197924e-05,enriched,73,110,506,gene
CCDS48068.1,112,0.2204724409448819,1524,-0.9999900109484131,9.98905158689702e-06,enriched,74,112,508,gene
CCDS48069.1,115,0.21657250470809794,1593,-0.999985123014133,1.4876985866944018e-05,enriched,77,115,531,gene
CCDS48070.1,280,0.20848845867460908,4029,-0.9999997474824157,2.525175842662875e-07,enriched,206,280,1343,gene
CCDS48071.1,22,0.12941176470588237,510,0.31690860169039137,0.6830913983096086,nonsignificant,24,22,170,gene
CCDS48073.1,25,0.12755102040816327,588,0.0,1.0,nonsignificant,25,25,196,gene
CCDS48074.1,75,0.1592356687898089,1413,-0.5298992401258713,0.4701007598741287,nonsignificant,69,75,471,gene
CCDS48075.1,37,0.1615720524017467,687,-0.3930945727820492,0.6069054272179508,nonsignificant,34,37,229,gene
CCDS48076.1,38,0.15079365079365079,756,0.0,1.0,nonsignificant,38,38,252,gene
CCDS48078.1,90,0.17077798861480076,1581,-0.6826894921370888,0.31731050786291115,nonsignificant,81,90,527,gene
CCDS48080.1,30,0.08426966292134831,1068,0.9525746144912589,0.04742538550874104,nonsignificant,43,30,356,gene
CCDS48081.1,39,0.10209424083769633,1146,0.9455259648938044,0.05447403510619562,nonsignificant,53,39,382,gene
CCDS48082.1,5,0.03546099290780142,423,0.9940404735298909,0.005959526470109121,nonsignificant,16,5,141,gene
CCDS48084.1,45,0.18218623481781376,741,-0.8115545827572976,0.18844541724270242,nonsignificant,37,45,247,gene
CCDS48085.1,61,0.1346578366445916,1359,0.3802036115058671,0.6197963884941329,nonsignificant,65,61,453,gene
CCDS48087.1,195,0.13220338983050847,4425,0.9892125507453297,0.010787449254670376,nonsignificant,234,195,1475,gene
CCDS48088.1,40,0.09615384615384616,1248,0.9756590799560084,0.02434092004399157,nonsignificant,57,40,416,gene
CCDS48090.1,47,0.08483754512635379,1662,0.999945868074735,5.413192526509595e-05,depleted,84,47,554,gene
CCDS48091.1,158,0.12887438825448613,3678,0.5138472490496488,0.48615275095035115,nonsignificant,167,158,1226,gene
CCDS48092.1,270,0.15845070422535212,5112,-0.5057133089370149,0.49428669106298506,nonsignificant,259,270,1704,gene
CCDS48093.1,273,0.15546697038724375,5268,-0.332220525200444,0.667779474799556,nonsignificant,266,273,1756,gene
CCDS48094.1,77,0.08574610244988864,2694,0.9999823923855967,1.7607614403288092e-05,depleted,125,77,898,gene
CCDS48095.1,77,0.08565072302558398,2697,0.9999873032395716,1.2696760428371167e-05,depleted,126,77,899,gene
CCDS48096.1,88,0.20276497695852536,1302,-0.9956663963156911,0.004333603684308919,nonsignificant,65,88,434,gene
CCDS48097.1,15,0.0872093023255814,516,0.7364475227170304,0.26355247728296954,nonsignificant,20,15,172,gene
CCDS48098.1,14,0.1414141414141414,297,-0.4362971383492269,0.5637028616507731,nonsignificant,12,14,99,gene
CCDS48099.1,49,0.08419243986254296,1746,0.9721256326600531,0.027874367339946877,nonsignificant,67,49,582,gene
CCDS48100.1,34,0.22077922077922077,462,-0.9781898808562776,0.021810119143722443,nonsignificant,23,34,154,gene
CCDS48101.1,96,0.1908548707753479,1509,-0.9894556694330273,0.010544330566972708,nonsignificant,74,96,503,gene
CCDS48104.1,79,0.13932980599647266,1701,0.4146210715390386,0.5853789284609614,nonsignificant,84,79,567,gene
CCDS48105.1,48,0.13714285714285715,1050,0.1135969936329364,0.8864030063670636,nonsignificant,49,48,350,gene
CCDS48106.1,64,0.191044776119403,1005,-0.5692088787724674,0.4307911212275326,nonsignificant,58,64,335,gene
CCDS48107.1,54,0.2084942084942085,777,-0.6927715902693062,0.30722840973069376,nonsignificant,47,54,259,gene
CCDS48109.1,86,0.21662468513853905,1191,-0.997696324092309,0.0023036759076909444,enriched,62,86,397,gene
CCDS48110.1,3,0.025423728813559324,354,0.996716539013931,0.0032834609860690426,depleted,14,3,118,gene
CCDS48113.1,3,0.025423728813559324,354,0.996716539013931,0.0032834609860690426,depleted,14,3,118,gene
CCDS48114.1,3,0.02564102564102564,351,0.996716539013931,0.0032834609860690426,depleted,14,3,117,gene
CCDS48115.1,113,0.1383108935128519,2451,0.7531898467381918,0.24681015326180825,nonsignificant,126,113,817,gene
CCDS48116.1,164,0.22162162162162163,2220,-0.9997817048999601,0.0002182951000398515,enriched,123,164,740,gene
CCDS48128.1,8,0.11428571428571428,210,-0.5857838217574749,0.4142161782425251,nonsignificant,6,8,70,gene
CCDS48129.1,22,0.1164021164021164,567,0.0,1.0,nonsignificant,22,22,189,gene
CCDS48130.1,294,0.1974479516453996,4467,-0.9999997358353523,2.6416464767343013e-07,enriched,218,294,1489,gene
CCDS48132.1,61,0.19934640522875818,918,-0.9829273389062115,0.017072661093788417,nonsignificant,45,61,306,gene
CCDS48134.1,194,0.17572463768115942,3312,-0.9880682846535531,0.011931715346446877,nonsignificant,162,194,1104,gene
CCDS48135.1,93,0.22355769230769232,1248,-0.9991109509693414,0.00088904903065855,enriched,66,93,416,gene
CCDS48136.1,34,0.15454545454545454,660,0.26111731963647267,0.7388826803635273,nonsignificant,36,34,220,gene
CCDS48137.1,149,0.12303881090008258,3633,0.9646746318487169,0.03532536815128304,nonsignificant,177,149,1211,gene
CCDS48138.1,28,0.10408921933085502,807,0.9692464387407255,0.03075356125927451,nonsignificant,42,28,269,gene
CCDS48139.1,10,0.09009009009009009,333,0.9104449255863575,0.08955507441364248,nonsignificant,17,10,111,gene
CCDS48140.1,81,0.14160839160839161,1716,0.6035610847428792,0.3964389152571208,nonsignificant,89,81,572,gene
CCDS48141.1,236,0.21435059037238874,3303,-0.9999998448275634,1.551724365260156e-07,enriched,168,236,1101,gene
CCDS48145.1,24,0.15789473684210525,456,0.0,1.0,nonsignificant,24,24,152,gene
CCDS48146.1,90,0.09988901220865705,2703,0.9938301006794559,0.0061698993205441645,nonsignificant,120,90,901,gene
CCDS48149.1,46,0.10021786492374728,1377,0.6637112095971337,0.3362887904028663,nonsignificant,53,46,459,gene
CCDS48150.1,46,0.10043668122270742,1374,0.6637112095971337,0.3362887904028663,nonsignificant,53,46,458,gene
CCDS48151.1,58,0.09982788296041308,1743,0.9974665524829122,0.002533447517087853,depleted,86,58,581,gene
CCDS48152.1,56,0.0989399293286219,1698,0.9977497734319142,0.0022502265680857947,depleted,84,56,566,gene
CCDS48153.1,55,0.09821428571428571,1680,0.9971330156831972,0.0028669843168027775,depleted,82,55,560,gene
CCDS48154.1,151,0.1391705069124424,3255,0.9570026323480187,0.04299736765198122,nonsignificant,178,151,1085,gene
CCDS48155.1,52,0.06788511749347259,2298,0.9999989156695868,1.0843304131901695e-06,depleted,101,52,766,gene
CCDS48156.1,180,0.10526315789473684,5130,0.9999942552880808,5.744711919156856e-06,depleted,252,180,1710,gene
CCDS48157.1,42,0.17355371900826447,726,-0.1241039420770591,0.8758960579229409,nonsignificant,41,42,242,gene
CCDS48158.1,45,0.12569832402234637,1074,0.0,1.0,nonsignificant,45,45,358,gene
CCDS48159.1,39,0.09466019417475728,1236,0.9975030910848585,0.002496908915141551,depleted,63,39,412,gene
CCDS48160.1,18,0.09836065573770492,549,0.8384866815324619,0.16151331846753808,nonsignificant,25,18,183,gene
CCDS48161.1,59,0.19666666666666666,900,-0.9631115742929501,0.036888425707049914,nonsignificant,45,59,300,gene
CCDS48162.1,9,0.07142857142857142,378,0.9782185372088804,0.021781462791119595,nonsignificant,19,9,126,gene
CCDS48163.1,29,0.09698996655518395,897,0.9939010540687856,0.006098945931214356,nonsignificant,48,29,299,gene
CCDS48165.1,19,0.24358974358974358,234,-0.9955734741420802,0.004426525857919834,nonsignificant,10,19,78,gene
CCDS48167.1,23,0.07076923076923076,975,0.9998656672600594,0.0001343327399405244,depleted,50,23,325,gene
CCDS48168.1,23,0.06764705882352941,1020,0.9997962215404385,0.00020377845956151062,depleted,49,23,340,gene
CCDS48169.1,119,0.19636963696369636,1818,-0.9999758094568154,2.419054318460375e-05,enriched,81,119,606,gene
CCDS48170.1,122,0.18885448916408668,1938,-0.9998248460112114,0.00017515398878862625,enriched,87,122,646,gene
CCDS48171.1,18,0.05521472392638037,978,0.9988231340893753,0.0011768659106247386,depleted,38,18,326,gene
CCDS48174.1,16,0.08421052631578947,570,0.9501397962430932,0.049860203756906855,nonsignificant,26,16,190,gene
CCDS48175.1,52,0.05273833671399594,2958,0.9999999999717034,2.829654340542728e-11,depleted,127,52,986,gene
CCDS48178.1,7,0.07,300,0.7722000060117744,0.22779999398822554,nonsignificant,11,7,100,gene
CCDS48179.1,69,0.16273584905660377,1272,-0.19303163282926183,0.8069683671707382,nonsignificant,67,69,424,gene
CCDS48180.1,65,0.1511627906976744,1290,-0.5652759992713569,0.43472400072864315,nonsignificant,59,65,430,gene
CCDS48184.1,111,0.1608695652173913,2070,0.0,1.0,nonsignificant,111,111,690,gene
CCDS48189.1,88,0.24376731301939059,1083,-0.9999994033606167,5.96639383307014e-07,enriched,52,88,361,gene
CCDS48190.1,131,0.2514395393474088,1563,-0.9999999992438586,7.561413489937248e-10,enriched,77,131,521,gene
CCDS48191.1,47,0.14968152866242038,942,-0.34892336592216566,0.6510766340778343,nonsignificant,44,47,314,gene
CCDS48192.1,274,0.21937550040032025,3747,-0.9999999999987581,1.2418641428994062e-12,enriched,179,274,1249,gene
CCDS48193.1,106,0.2124248496993988,1497,-0.9994209367827808,0.0005790632172192773,enriched,76,106,499,gene
CCDS48194.1,540,0.2039274924471299,7944,-0.9999999999995388,4.611850292522527e-13,enriched,396,540,2648,gene
CCDS48195.1,118,0.26280623608017817,1347,-0.9999940766820097,5.92331799031217e-06,enriched,78,118,449,gene
CCDS48196.1,91,0.1864754098360656,1464,-0.9987398468623897,0.00126015313761034,enriched,65,91,488,gene
CCDS48197.1,52,0.16199376947040497,963,-0.9422204288764029,0.05777957112359715,nonsignificant,40,52,321,gene
CCDS48198.1,99,0.1683673469387755,1764,-0.7108544362027519,0.2891455637972481,nonsignificant,89,99,588,gene
CCDS48199.1,24,0.13333333333333333,540,0.5503082020311092,0.4496917979688908,nonsignificant,28,24,180,gene
CCDS48200.1,31,0.05073649754500818,1833,0.9999968592148627,3.140785137292438e-06,depleted,70,31,611,gene
CCDS48201.1,43,0.05931034482758621,2175,0.9999989173604281,1.0826395718706674e-06,depleted,89,43,725,gene
CCDS48202.1,40,0.12698412698412698,945,0.45350640459341784,0.5464935954065822,nonsignificant,44,40,315,gene
CCDS48204.1,39,0.1262135922330097,927,0.4581344042127484,0.5418655957872516,nonsignificant,43,39,309,gene
CCDS48205.1,40,0.12944983818770225,927,0.3526852156114797,0.6473147843885203,nonsignificant,43,40,309,gene
CCDS48209.1,62,0.08322147651006712,2235,0.9999988854072871,1.1145927129140999e-06,depleted,114,62,745,gene
CCDS53256.1,137,0.23743500866551126,1731,-0.999999638121217,3.61878783049026e-07,enriched,89,137,577,gene
CCDS53257.1,70,0.28,750,-0.9998060583708963,0.0001939416291037193,enriched,45,70,250,gene
CCDS53259.1,125,0.21294718909710392,1761,-0.9999923038469715,7.696153028521345e-06,enriched,84,125,587,gene
CCDS53260.1,110,0.21653543307086615,1524,-0.9999851244019178,1.4875598082197924e-05,enriched,73,110,508,gene
CCDS53264.1,142,0.1883289124668435,2262,-0.9977198040529258,0.002280195947074215,enriched,110,142,754,gene
CCDS53267.1,139,0.16868932038834952,2472,0.06735336103412404,0.932646638965876,nonsignificant,140,139,824,gene
CCDS53269.1,73,0.24745762711864408,885,-0.9999313546492317,6.86453507683645e-05,enriched,46,73,295,gene
CCDS53270.1,20,0.16806722689075632,357,0.33018464240058343,0.6698153575994166,nonsignificant,22,20,119,gene
CCDS53272.1,96,0.19047619047619047,1512,-0.9782185372088804,0.021781462791119595,nonsignificant,76,96,504,gene
CCDS53274.1,95,0.21205357142857142,1344,-0.999801597595414,0.0001984024045859719,enriched,65,95,448,gene
CCDS53275.1,105,0.22340425531914893,1410,-0.9999965567949888,3.443205011169126e-06,enriched,67,105,470,gene
CCDS53276.1,138,0.20234604105571846,2046,-0.9999897441120352,1.0255887964825456e-05,enriched,95,138,682,gene
CCDS53277.1,145,0.19917582417582416,2184,-0.9999932046537505,6.795346249460114e-06,enriched,100,145,728,gene
CCDS53278.1,94,0.10718358038768529,2631,0.9992796880191599,0.0007203119808400993,depleted,133,94,877,gene
CCDS53279.1,40,0.1568627450980392,765,0.0,1.0,nonsignificant,40,40,255,gene
CCDS53280.1,13,0.0783132530120482,498,0.9191444016299477,0.08085559837005234,nonsignificant,21,13,166,gene
CCDS53281.1,14,0.07650273224043716,549,0.9587731666628362,0.041226833337163815,nonsignificant,24,14,183,gene
CCDS53282.1,21,0.08015267175572519,786,0.9742181222225275,0.025781877777472546,nonsignificant,34,21,262,gene
CCDS53283.1,12,0.06896551724137931,522,0.9669937423387674,0.0330062576612325,nonsignificant,22,12,174,gene
CCDS53284.1,100,0.17953321364452424,1671,-0.9984229094263245,0.0015770905736755515,enriched,73,100,557,gene
CCDS53285.1,53,0.16459627329192547,966,0.10824414649320568,0.8917558535067943,nonsignificant,54,53,322,gene
CCDS53286.1,122,0.216696269982238,1689,-0.9999900040518676,9.995948132466275e-06,enriched,82,122,563,gene
CCDS53287.1,47,0.08867924528301886,1590,0.9991206485981646,0.0008793514018353307,depleted,76,47,530,gene
CCDS53288.1,97,0.11213872832369942,2595,0.987733938613787,0.012266061386212975,nonsignificant,125,97,865,gene
CCDS53289.1,71,0.09847434119278779,2163,0.9951086885476407,0.004891311452359341,nonsignificant,99,71,721,gene
CCDS53290.1,310,0.21617852161785217,4302,-0.9999999999076346,9.236541263367905e-11,enriched,215,310,1434,gene
CCDS53292.1,10,0.072992700729927,411,0.94065356120808,0.05934643879191998,nonsignificant,18,10,137,gene
CCDS53293.1,76,0.13893967093235832,1641,-0.09192744474402492,0.9080725552559751,nonsignificant,75,76,547,gene
CCDS53294.1,63,0.1320754716981132,1431,-0.2021061168013435,0.7978938831986565,nonsignificant,61,63,477,gene
CCDS53295.1,13,0.13978494623655913,279,-0.22717000731555248,0.7728299926844475,nonsignificant,12,13,93,gene
CCDS53296.1,22,0.14193548387096774,465,0.4514937644998529,0.5485062355001471,nonsignificant,25,22,155,gene
CCDS53297.1,72,0.05642633228840126,3828,0.9999999993824918,6.175081171632778e-10,depleted,147,72,1276,gene
CCDS53299.1,42,0.13333333333333333,945,-0.24817036595415076,0.7518296340458492,nonsignificant,40,42,315,gene
CCDS53300.1,69,0.17468354430379746,1185,-0.8513652892522312,0.14863471074776885,nonsignificant,58,69,395,gene
CCDS53301.1,105,0.18166089965397925,1734,-0.9595205438867898,0.0404794561132102,nonsignificant,86,105,578,gene
CCDS53302.1,106,0.17666666666666667,1800,-0.9449911663707341,0.055008833629265896,nonsignificant,88,106,600,gene
CCDS53303.1,95,0.19750519750519752,1443,-0.9853614715425917,0.014638528457408349,nonsignificant,74,95,481,gene
CCDS53304.1,112,0.17257318952234207,1947,-0.9188693635110521,0.08113063648894796,nonsignificant,95,112,649,gene
CCDS53306.1,52,0.2374429223744292,657,-0.9768590686912563,0.023140931308743732,nonsignificant,38,52,219,gene
CCDS53307.1,142,0.2034383954154728,2094,-0.9999951007819708,4.8992180291675614e-06,enriched,97,142,698,gene
CCDS53308.1,35,0.09668508287292818,1086,0.7775307893353146,0.2224692106646854,nonsignificant,43,35,362,gene
CCDS53309.1,48,0.17266187050359713,834,-0.6454605202264987,0.3545394797735013,nonsignificant,42,48,278,gene
CCDS53310.1,21,0.15,420,-0.17693672624187862,0.8230632737581214,nonsignificant,20,21,140,gene
CCDS53311.1,85,0.1927437641723356,1323,-0.9607496695323073,0.03925033046769265,nonsignificant,68,85,441,gene
CCDS53312.1,262,0.22842197035745423,3441,-0.9999999849640349,1.503596510829864e-08,enriched,185,262,1147,gene
CCDS53313.1,46,0.11138014527845036,1239,0.9292988551340171,0.07070114486598289,nonsignificant,60,46,413,gene
CCDS53314.1,96,0.1563517915309446,1842,0.5096363149074586,0.49036368509254136,nonsignificant,103,96,614,gene
CCDS53315.1,78,0.21081081081081082,1110,-0.9994052867376667,0.0005947132623332937,enriched,53,78,370,gene
CCDS53317.1,35,0.06944444444444445,1512,0.9999074828622785,9.251713772155624e-05,depleted,67,35,504,gene
CCDS53318.1,40,0.07633587786259542,1572,0.999765870973921,0.00023412902607901562,depleted,71,40,524,gene
CCDS53319.1,33,0.07066381156316917,1401,0.9997694981720536,0.00023050182794642757,depleted,62,33,467,gene
CCDS53320.1,22,0.11827956989247312,558,0.5672324193322154,0.43276758066778465,nonsignificant,26,22,186,gene
CCDS53321.1,63,0.1254980079681275,1506,0.889387926251477,0.11061207374852297,nonsignificant,77,63,502,gene
CCDS53322.1,78,0.14054054054054055,1665,0.6116767710210752,0.3883232289789248,nonsignificant,86,78,555,gene
CCDS53323.1,79,0.1359724612736661,1743,0.4848188303878368,0.5151811696121632,nonsignificant,85,79,581,gene
CCDS53324.1,55,0.15027322404371585,1098,-0.21646950222589045,0.7835304977741095,nonsignificant,53,55,366,gene
CCDS53325.1,19,0.039014373716632446,1461,0.9999995176983625,4.82301637510344e-07,depleted,57,19,487,gene
CCDS53326.1,18,0.03180212014134275,1698,0.9999999910756551,8.924344907803227e-09,depleted,64,18,566,gene
CCDS53327.1,16,0.03547671840354767,1353,0.9999994033606167,5.96639383307014e-07,depleted,52,16,451,gene
CCDS53328.1,16,0.03397027600849257,1413,0.9999997673360792,2.3266392076021818e-07,depleted,54,16,471,gene
CCDS53329.1,15,0.02830188679245283,1590,0.9999999898565168,1.014348320169765e-08,depleted,59,15,530,gene
CCDS53330.1,16,0.0431266846361186,1113,0.9999756950393052,2.4304960694778984e-05,depleted,44,16,371,gene
CCDS53331.1,89,0.1973392461197339,1353,-0.9970875799300363,0.0029124200699637,enriched,65,89,451,gene
CCDS53332.1,33,0.06818181818181818,1452,0.9999956972205363,4.302779463675118e-06,depleted,72,33,484,gene
CCDS53333.1,33,0.08823529411764706,1122,0.9957332751778238,0.004266724822176128,nonsignificant,54,33,374,gene
CCDS53334.1,16,0.07048458149779736,681,0.9501397962430932,0.049860203756906855,nonsignificant,26,16,227,gene
CCDS53335.1,23,0.03758169934640523,1836,0.9999999515894193,4.841058065278959e-08,depleted,68,23,612,gene
CCDS53337.1,31,0.05272108843537415,1764,0.9999927736100118,7.226389988223059e-06,depleted,68,31,588,gene
CCDS53338.1,18,0.041666666666666664,1296,0.9999939742388483,6.025761151762089e-06,depleted,50,18,432,gene
CCDS53339.1,23,0.03885135135135135,1776,0.9999999806343276,1.9365672363947427e-08,depleted,70,23,592,gene
CCDS53340.1,35,0.06517690875232775,1611,0.9999712692315651,2.873076843491046e-05,depleted,70,35,537,gene
CCDS53341.1,25,0.0508130081300813,1476,0.9999989119154489,1.0880845511498316e-06,depleted,64,25,492,gene
CCDS53342.1,23,0.11855670103092783,582,0.5585816732179464,0.4414183267820536,nonsignificant,27,23,194,gene
CCDS53343.1,45,0.07425742574257425,1818,0.9961385093366666,0.0038614906633334255,nonsignificant,69,45,606,gene
CCDS53344.1,35,0.06340579710144928,1656,0.9991282872607316,0.0008717127392684199,depleted,61,35,552,gene
CCDS53345.1,32,0.13389121338912133,717,0.4950149249061543,0.5049850750938457,nonsignificant,36,32,239,gene
CCDS53346.1,14,0.08045977011494253,522,0.9721931049730027,0.027806895026997264,nonsignificant,25,14,174,gene
CCDS53348.1,95,0.05373303167420815,5304,1.0,1.9327234061925533e-18,depleted,227,95,1768,gene
CCDS53350.1,110,0.21032504780114722,1569,-0.999512937670812,0.00048706232918803384,enriched,79,110,523,gene
CCDS53351.1,167,0.1630859375,3072,-0.4742071156736425,0.5257928843263575,nonsignificant,159,167,1024,gene
CCDS53352.1,166,0.16717019133937563,2979,-0.5274142285294534,0.4725857714705466,nonsignificant,157,166,993,gene
CCDS53353.1,75,0.16059957173447537,1401,-0.7851530525943545,0.2148469474056455,nonsignificant,65,75,467,gene
CCDS53354.1,14,0.1037037037037037,405,0.7486508911897807,0.2513491088102194,nonsignificant,19,14,135,gene
CCDS53359.1,40,0.2962962962962963,405,-0.999966187274367,3.381272563301577e-05,enriched,21,40,135,gene
CCDS53362.1,35,0.12681159420289856,828,0.47816060966638485,0.5218393903336151,nonsignificant,39,35,276,gene
CCDS53363.1,220,0.23835319609967498,2769,-0.9999999939924212,6.007578770013261e-09,enriched,149,220,923,gene
CCDS53364.1,230,0.23883696780893043,2889,-0.9999999982999406,1.7000594072047304e-09,enriched,155,230,963,gene
CCDS53365.1,184,0.1363973313565604,4047,0.8176448737726119,0.18235512622738814,nonsignificant,203,184,1349,gene
CCDS53366.1,194,0.1383737517831669,4206,0.8284285547140151,0.1715714452859849,nonsignificant,214,194,1402,gene
CCDS53367.1,100,0.2403846153846154,1248,-0.999996861812475,3.138187524969171e-06,enriched,63,100,416,gene
CCDS53368.1,6,0.06451612903225806,279,0.9674905553542805,0.032509444645719456,nonsignificant,14,6,93,gene
CCDS53370.1,197,0.11341393206678181,5211,0.9999886606315785,1.1339368421513514e-05,depleted,269,197,1737,gene
CCDS53371.1,87,0.19463087248322147,1341,-0.9697609789838514,0.030239021016148563,nonsignificant,69,87,447,gene
CCDS53372.1,57,0.19322033898305085,885,-0.949983604514354,0.050016395485646,nonsignificant,44,57,295,gene
CCDS53373.1,87,0.19333333333333333,1350,-0.985449950752578,0.014550049247421962,nonsignificant,67,87,450,gene
CCDS53374.1,97,0.1987704918032787,1464,-0.9924979507803404,0.007502049219659612,nonsignificant,74,97,488,gene
CCDS53375.1,193,0.19574036511156187,2958,-0.9998996514941071,0.00010034850589288473,enriched,146,193,986,gene
CCDS53376.1,193,0.1955420466058764,2961,-0.9998517699167628,0.00014823008323714638,enriched,147,193,987,gene
CCDS53377.1,134,0.2571976967370441,1563,-0.9999995318556929,4.681443071193841e-07,enriched,87,134,521,gene
CCDS53378.1,138,0.21904761904761905,1890,-0.9999897441120352,1.0255887964825456e-05,enriched,95,138,630,gene
CCDS53379.1,88,0.1509433962264151,1749,-0.2551183804540439,0.7448816195459561,nonsignificant,85,88,583,gene
CCDS53380.1,80,0.21505376344086022,1116,-0.9937423709195579,0.006257629080442145,nonsignificant,59,80,372,gene
CCDS53381.1,91,0.2275,1200,-0.9992618430914498,0.0007381569085501342,enriched,64,91,400,gene
CCDS53382.1,63,0.17166212534059946,1101,-0.5732232634670164,0.42677673653298365,nonsignificant,57,63,367,gene
CCDS53383.1,74,0.17249417249417248,1287,-0.5331457291772748,0.46685427082272524,nonsignificant,68,74,429,gene
CCDS53384.1,38,0.16379310344827586,696,-0.7913322123017394,0.2086677876982606,nonsignificant,31,38,232,gene
CCDS53385.1,46,0.15384615384615385,897,-0.5651203415042165,0.43487965849578347,nonsignificant,41,46,299,gene
CCDS53386.1,44,0.15331010452961671,861,-0.6696099511512085,0.33039004884879153,nonsignificant,38,44,287,gene
CCDS53387.1,43,0.1482758620689655,870,-0.24522357341289547,0.7547764265871045,nonsignificant,41,43,290,gene
CCDS53388.1,25,0.1724137931034483,435,-0.617266911114774,0.38273308888522595,nonsignificant,21,25,145,gene
CCDS53389.1,23,0.17293233082706766,399,-0.6412046421130584,0.3587953578869416,nonsignificant,19,23,133,gene
CCDS53390.1,31,0.155,600,-0.4292496119418261,0.5707503880581739,nonsignificant,28,31,200,gene
CCDS53391.1,68,0.2138364779874214,954,-0.9432405536139862,0.056759446386013775,nonsignificant,54,68,318,gene
CCDS53392.1,39,0.19597989949748743,597,-0.9366822131699544,0.06331778683004569,nonsignificant,29,39,199,gene
CCDS53393.1,32,0.14414414414414414,666,0.2683994110400988,0.7316005889599012,nonsignificant,34,32,222,gene
CCDS53394.1,48,0.14414414414414414,999,0.4209002580460812,0.5790997419539188,nonsignificant,52,48,333,gene
CCDS53395.1,30,0.13953488372093023,645,0.3984918655594101,0.6015081344405899,nonsignificant,33,30,215,gene
CCDS53396.1,46,0.1329479768786127,1038,0.7750841159840416,0.22491588401595844,nonsignificant,55,46,346,gene
CCDS53397.1,34,0.12454212454212454,819,0.8300881582685118,0.16991184173148816,nonsignificant,43,34,273,gene
CCDS53398.1,38,0.1386861313868613,822,0.24817036595415076,0.7518296340458492,nonsignificant,40,38,274,gene
CCDS53399.1,52,0.14016172506738545,1113,0.0,1.0,nonsignificant,52,52,371,gene
CCDS53400.1,22,0.1896551724137931,348,-0.6542214138488399,0.3457785861511601,nonsignificant,18,22,116,gene
